fecha,producto,categoria,unidades,precio_unitario,total,cliente_id,cliente_nuevo
2026-04-15,Smartphone Galaxy Z,Tecnologia,4,2846.92,11387.68,Cliente-0573,True
2026-04-17,Auriculares Pro,Accesorios,1,93.25,93.25,Cliente-0157,True
2026-04-17,Camara Web HD,Accesorios,3,72.39,217.17,Cliente-0520,True
2026-04-17,Monitor 27 4K,Tecnologia,4,874.28,3497.12,Cliente-0136,True
2026-04-17,Monitor 27 4K,Tecnologia,3,934.28,2802.84,Cliente-0251,True
2026-04-18,Smartphone Galaxy Z,Tecnologia,4,2721.72,10886.88,Cliente-0285,True
2026-04-18,Smartphone Galaxy Z,Tecnologia,4,2930.02,11720.08,Cliente-0553,False
2026-04-18,Laptop Ultra X1,Tecnologia,3,3226.4,9679.2,Cliente-0152,True
2026-04-20,Mouse Inalambrico,Accesorios,2,57.98,115.96,Cliente-0389,True
2026-04-20,Smartphone Galaxy Z,Tecnologia,3,2873.5,8620.5,Cliente-0553,True
2026-04-20,Laptop Ultra X1,Tecnologia,3,3339.11,10017.33,Cliente-0210,True
2026-04-20,Silla Ergonomica,Oficina,1,559.23,559.23,Cliente-0568,False
2026-04-21,Smartphone Galaxy Z,Tecnologia,4,2826.99,11307.96,Cliente-0395,True
2026-04-21,Silla Ergonomica,Oficina,2,563.27,1126.54,Cliente-0565,True
2026-04-22,Mouse Inalambrico,Accesorios,1,60.54,60.54,Cliente-0033,True
2026-04-22,Mouse Inalambrico,Accesorios,4,62.4,249.6,Cliente-0463,True
2026-04-22,Mouse Inalambrico,Accesorios,1,57.36,57.36,Cliente-0348,True
2026-04-22,Mouse Inalambrico,Accesorios,2,58.14,116.28,Cliente-0223,True
2026-04-22,Mouse Inalambrico,Accesorios,2,58.59,117.18,Cliente-0135,True
2026-04-22,Mouse Inalambrico,Accesorios,4,58.9,235.6,Cliente-0075,True
2026-04-22,Mouse Inalambrico,Accesorios,3,60.03,180.09,Cliente-0258,True
2026-04-22,Camara Web HD,Accesorios,3,71.14,213.42,Cliente-0128,True
2026-04-22,Mouse Inalambrico,Accesorios,2,60.69,121.38,Cliente-0309,True
2026-04-22,Monitor 27 4K,Tecnologia,4,926.44,3705.76,Cliente-0174,True
2026-04-22,Laptop Ultra X1,Tecnologia,3,3069.88,9209.64,Cliente-0241,False
2026-04-22,Router WiFi 6,Tecnologia,2,241.18,482.36,Cliente-0048,True
2026-04-23,Auriculares Pro,Accesorios,1,86.51,86.51,Cliente-0153,True
2026-04-24,Auriculares Pro,Accesorios,1,94.26,94.26,Cliente-0388,True
2026-04-24,Camara Web HD,Accesorios,4,68.2,272.8,Cliente-0485,True
2026-04-24,Camara Web HD,Accesorios,3,71.17,213.51,Cliente-0335,True
2026-04-25,Monitor 27 4K,Tecnologia,3,865.04,2595.12,Cliente-0446,True
2026-04-25,Camara Web HD,Accesorios,1,70.69,70.69,Cliente-0501,True
2026-04-25,Mouse Inalambrico,Accesorios,2,61.28,122.56,Cliente-0409,True
2026-04-25,Teclado Mecanico RGB,Accesorios,4,125.69,502.76,Cliente-0159,True
2026-04-25,Auriculares Pro,Accesorios,2,92.74,185.48,Cliente-0531,True
2026-04-26,Disco SSD 1TB,Accesorios,2,152.97,305.94,Cliente-0349,True
2026-04-26,Auriculares Pro,Accesorios,1,86.37,86.37,Cliente-0442,True
2026-04-26,Disco SSD 1TB,Accesorios,2,145.37,290.74,Cliente-0550,False
2026-04-26,Camara Web HD,Accesorios,2,68.37,136.74,Cliente-0111,True
2026-04-27,Laptop Ultra X1,Tecnologia,2,3081.09,6162.18,Cliente-0487,True
2026-04-27,Tablet 10 pulgadas,Tecnologia,1,688.35,688.35,Cliente-0134,True
2026-04-28,Smartphone Galaxy Z,Tecnologia,3,2786.95,8360.85,Cliente-0374,True
2026-04-28,Camara Web HD,Accesorios,1,71.27,71.27,Cliente-0550,True
2026-04-28,Camara Web HD,Accesorios,4,72.16,288.64,Cliente-0564,True
2026-04-29,Teclado Mecanico RGB,Accesorios,3,116.63,349.89,Cliente-0142,True
2026-04-29,Laptop Ultra X1,Tecnologia,4,3040.69,12162.76,Cliente-0400,True
2026-04-29,Camara Web HD,Accesorios,1,67.15,67.15,Cliente-0434,True
2026-04-29,Auriculares Pro,Accesorios,2,91.5,183.0,Cliente-0363,True
2026-04-29,Auriculares Pro,Accesorios,2,92.13,184.26,Cliente-0341,True
2026-04-30,Camara Web HD,Accesorios,2,73.33,146.66,Cliente-0182,True
2026-05-01,Camara Web HD,Accesorios,1,67.09,67.09,Cliente-0439,False
2026-05-01,Mouse Inalambrico,Accesorios,4,62.23,248.92,Cliente-0159,False
2026-05-01,Silla Ergonomica,Oficina,4,537.6,2150.4,Cliente-0580,False
2026-05-02,Smartphone Galaxy Z,Tecnologia,3,2826.61,8479.83,Cliente-0583,True
2026-05-03,Teclado Mecanico RGB,Accesorios,2,115.22,230.44,Cliente-0309,False
2026-05-03,Auriculares Pro,Accesorios,3,88.55,265.65,Cliente-0408,True
2026-05-03,Auriculares Pro,Accesorios,3,94.39,283.17,Cliente-0307,False
2026-05-04,Auriculares Pro,Accesorios,3,91.22,273.66,Cliente-0471,True
2026-05-05,Disco SSD 1TB,Accesorios,2,143.25,286.5,Cliente-0389,False
2026-05-05,Tablet 10 pulgadas,Tecnologia,1,703.74,703.74,Cliente-0130,True
2026-05-05,Monitor 27 4K,Tecnologia,3,896.36,2689.08,Cliente-0010,True
2026-05-06,Monitor 27 4K,Tecnologia,1,869.09,869.09,Cliente-0419,True
2026-05-07,Disco SSD 1TB,Accesorios,2,146.08,292.16,Cliente-0485,False
2026-05-07,Monitor 27 4K,Tecnologia,2,938.49,1876.98,Cliente-0449,True
2026-05-07,Silla Ergonomica,Oficina,4,528.37,2113.48,Cliente-0391,True
2026-05-08,Mouse Inalambrico,Accesorios,1,61.53,61.53,Cliente-0254,True
2026-05-08,Mouse Inalambrico,Accesorios,4,59.02,236.08,Cliente-0507,True
2026-05-08,Mouse Inalambrico,Accesorios,3,61.96,185.88,Cliente-0074,False
2026-05-08,Silla Ergonomica,Oficina,1,547.88,547.88,Cliente-0121,True
2026-05-08,Auriculares Pro,Accesorios,2,88.95,177.9,Cliente-0521,False
2026-05-09,Mouse Inalambrico,Accesorios,4,58.51,234.04,Cliente-0084,True
2026-05-09,Router WiFi 6,Tecnologia,2,240.52,481.04,Cliente-0198,False
2026-05-09,Mouse Inalambrico,Accesorios,3,62.88,188.64,Cliente-0199,True
2026-05-09,Router WiFi 6,Tecnologia,4,259.12,1036.48,Cliente-0002,True
2026-05-10,Monitor 27 4K,Tecnologia,2,882.2,1764.4,Cliente-0547,False
2026-05-10,Teclado Mecanico RGB,Accesorios,1,121.32,121.32,Cliente-0102,True
2026-05-10,Mouse Inalambrico,Accesorios,4,57.43,229.72,Cliente-0240,True
2026-05-11,Camara Web HD,Accesorios,1,67.47,67.47,Cliente-0237,True
2026-05-11,Teclado Mecanico RGB,Accesorios,4,114.75,459.0,Cliente-0431,True
2026-05-11,Monitor 27 4K,Tecnologia,3,885.38,2656.14,Cliente-0389,False
2026-05-11,Disco SSD 1TB,Accesorios,1,146.68,146.68,Cliente-0462,True
2026-05-11,Tablet 10 pulgadas,Tecnologia,3,703.91,2111.73,Cliente-0530,True
2026-05-11,Smartphone Galaxy Z,Tecnologia,2,2713.63,5427.26,Cliente-0496,True
2026-05-11,Auriculares Pro,Accesorios,4,88.09,352.36,Cliente-0411,False
2026-05-11,Camara Web HD,Accesorios,3,72.24,216.72,Cliente-0290,True
2026-05-12,Auriculares Pro,Accesorios,3,88.67,266.01,Cliente-0465,True
2026-05-12,Auriculares Pro,Accesorios,3,91.53,274.59,Cliente-0165,True
2026-05-12,Auriculares Pro,Accesorios,2,87.7,175.4,Cliente-0422,True
2026-05-13,Mouse Inalambrico,Accesorios,2,57.39,114.78,Cliente-0418,True
2026-05-13,Camara Web HD,Accesorios,1,72.5,72.5,Cliente-0590,False
2026-05-13,Auriculares Pro,Accesorios,3,88.19,264.57,Cliente-0400,False
2026-05-13,Auriculares Pro,Accesorios,1,86.87,86.87,Cliente-0577,True
2026-05-13,Auriculares Pro,Accesorios,3,93.33,279.99,Cliente-0245,True
2026-05-13,Impresora LaserJet,Oficina,4,414.9,1659.6,Cliente-0037,True
2026-05-14,Disco SSD 1TB,Accesorios,4,155.96,623.84,Cliente-0487,False
2026-05-14,Auriculares Pro,Accesorios,4,88.53,354.12,Cliente-0415,True
2026-05-14,Silla Ergonomica,Oficina,1,546.9,546.9,Cliente-0307,True
2026-05-15,Monitor 27 4K,Tecnologia,2,930.59,1861.18,Cliente-0284,True
2026-05-15,Laptop Ultra X1,Tecnologia,3,3115.04,9345.12,Cliente-0344,True
2026-05-15,Disco SSD 1TB,Accesorios,1,146.91,146.91,Cliente-0415,False
2026-05-15,Camara Web HD,Accesorios,3,72.52,217.56,Cliente-0440,True
2026-05-15,Mouse Inalambrico,Accesorios,4,58.75,235.0,Cliente-0238,True
2026-05-15,Laptop Ultra X1,Tecnologia,1,3324.62,3324.62,Cliente-0331,True
2026-05-16,Laptop Ultra X1,Tecnologia,1,3359.97,3359.97,Cliente-0359,True
2026-05-16,Teclado Mecanico RGB,Accesorios,4,124.99,499.96,Cliente-0186,True
2026-05-16,Impresora LaserJet,Oficina,2,400.09,800.18,Cliente-0340,True
2026-05-17,Mouse Inalambrico,Accesorios,1,62.1,62.1,Cliente-0502,True
2026-05-17,Auriculares Pro,Accesorios,4,91.13,364.52,Cliente-0053,True
2026-05-17,Mouse Inalambrico,Accesorios,4,62.01,248.04,Cliente-0484,True
2026-05-18,Mouse Inalambrico,Accesorios,4,60.88,243.52,Cliente-0503,True
2026-05-18,Auriculares Pro,Accesorios,3,90.47,271.41,Cliente-0557,True
2026-05-19,Tablet 10 pulgadas,Tecnologia,4,695.83,2783.32,Cliente-0189,True
2026-05-19,Impresora LaserJet,Oficina,3,403.05,1209.15,Cliente-0180,True
2026-05-19,Auriculares Pro,Accesorios,4,94.22,376.88,Cliente-0482,True
2026-05-19,Auriculares Pro,Accesorios,4,85.89,343.56,Cliente-0485,False
2026-05-19,Mouse Inalambrico,Accesorios,2,58.02,116.04,Cliente-0081,True
2026-05-19,Auriculares Pro,Accesorios,3,94.43,283.29,Cliente-0303,True
2026-05-20,Disco SSD 1TB,Accesorios,4,149.47,597.88,Cliente-0275,True
2026-05-20,Teclado Mecanico RGB,Accesorios,2,123.31,246.62,Cliente-0390,False
2026-05-20,Monitor 27 4K,Tecnologia,1,875.6,875.6,Cliente-0590,False
2026-05-20,Laptop Ultra X1,Tecnologia,3,3359.18,10077.54,Cliente-0093,True
2026-05-20,Disco SSD 1TB,Accesorios,2,149.97,299.94,Cliente-0598,True
2026-05-21,Disco SSD 1TB,Accesorios,4,144.04,576.16,Cliente-0013,True
2026-05-21,Disco SSD 1TB,Accesorios,4,156.49,625.96,Cliente-0299,True
2026-05-21,Laptop Ultra X1,Tecnologia,3,3312.75,9938.25,Cliente-0547,False
2026-05-21,Impresora LaserJet,Oficina,3,398.27,1194.81,Cliente-0310,False
2026-05-22,Smartphone Galaxy Z,Tecnologia,2,2790.21,5580.42,Cliente-0263,True
2026-05-22,Camara Web HD,Accesorios,4,69.28,277.12,Cliente-0204,True
2026-05-22,Disco SSD 1TB,Accesorios,4,148.7,594.8,Cliente-0193,True
2026-05-23,Smartphone Galaxy Z,Tecnologia,2,2865.46,5730.92,Cliente-0277,True
2026-05-23,Monitor 27 4K,Tecnologia,3,897.59,2692.77,Cliente-0544,True
2026-05-23,Auriculares Pro,Accesorios,3,90.0,270.0,Cliente-0506,True
2026-05-23,Smartphone Galaxy Z,Tecnologia,1,2814.63,2814.63,Cliente-0096,True
2026-05-23,Camara Web HD,Accesorios,4,69.2,276.8,Cliente-0156,True
2026-05-24,Smartphone Galaxy Z,Tecnologia,4,2917.47,11669.88,Cliente-0547,True
2026-05-24,Camara Web HD,Accesorios,1,68.43,68.43,Cliente-0425,True
2026-05-24,Tablet 10 pulgadas,Tecnologia,4,725.57,2902.28,Cliente-0458,True
2026-05-25,Disco SSD 1TB,Accesorios,4,151.9,607.6,Cliente-0282,True
2026-05-25,Auriculares Pro,Accesorios,1,92.5,92.5,Cliente-0168,True
2026-05-26,Teclado Mecanico RGB,Accesorios,2,119.86,239.72,Cliente-0280,True
2026-05-26,Laptop Ultra X1,Tecnologia,4,3251.69,13006.76,Cliente-0071,True
2026-05-27,Mouse Inalambrico,Accesorios,1,59.73,59.73,Cliente-0323,True
2026-05-28,Camara Web HD,Accesorios,4,70.27,281.08,Cliente-0560,True
2026-05-28,Mouse Inalambrico,Accesorios,1,61.78,61.78,Cliente-0580,True
2026-05-28,Router WiFi 6,Tecnologia,4,242.8,971.2,Cliente-0265,True
2026-05-28,Smartphone Galaxy Z,Tecnologia,4,2687.92,10751.68,Cliente-0468,True
2026-05-28,Mouse Inalambrico,Accesorios,1,62.46,62.46,Cliente-0509,True
2026-05-29,Mouse Inalambrico,Accesorios,1,57.17,57.17,Cliente-0246,True
2026-05-29,Laptop Ultra X1,Tecnologia,3,3294.77,9884.31,Cliente-0301,True
2026-05-29,Disco SSD 1TB,Accesorios,3,152.66,457.98,Cliente-0162,True
2026-05-30,Monitor 27 4K,Tecnologia,2,893.26,1786.52,Cliente-0558,True
2026-05-30,Tablet 10 pulgadas,Tecnologia,1,697.81,697.81,Cliente-0312,True
2026-05-31,Mouse Inalambrico,Accesorios,4,60.68,242.72,Cliente-0517,True
2026-05-31,Router WiFi 6,Tecnologia,1,260.72,260.72,Cliente-0590,False
2026-05-31,Smartphone Galaxy Z,Tecnologia,2,2861.62,5723.24,Cliente-0501,False
2026-05-31,Laptop Ultra X1,Tecnologia,4,3076.51,12306.04,Cliente-0067,True
2026-05-31,Router WiFi 6,Tecnologia,2,240.46,480.92,Cliente-0427,True
2026-05-31,Mouse Inalambrico,Accesorios,2,58.59,117.18,Cliente-0084,False
2026-06-01,Monitor 27 4K,Tecnologia,1,895.93,895.93,Cliente-0269,True
2026-06-01,Teclado Mecanico RGB,Accesorios,3,114.35,343.05,Cliente-0280,False
2026-06-01,Monitor 27 4K,Tecnologia,2,924.06,1848.12,Cliente-0262,True
2026-06-01,Impresora LaserJet,Oficina,2,412.05,824.1,Cliente-0472,False
2026-06-02,Teclado Mecanico RGB,Accesorios,2,115.08,230.16,Cliente-0303,False
2026-06-02,Mouse Inalambrico,Accesorios,2,59.66,119.32,Cliente-0242,True
2026-06-02,Auriculares Pro,Accesorios,2,94.21,188.42,Cliente-0466,True
2026-06-02,Silla Ergonomica,Oficina,4,545.95,2183.8,Cliente-0111,False
2026-06-02,Teclado Mecanico RGB,Accesorios,3,122.04,366.12,Cliente-0421,True
2026-06-02,Mouse Inalambrico,Accesorios,3,58.52,175.56,Cliente-0017,False
2026-06-02,Disco SSD 1TB,Accesorios,1,147.23,147.23,Cliente-0318,False
2026-06-03,Mouse Inalambrico,Accesorios,1,57.3,57.3,Cliente-0342,True
2026-06-03,Auriculares Pro,Accesorios,3,92.81,278.43,Cliente-0570,False
2026-06-03,Mouse Inalambrico,Accesorios,2,59.26,118.52,Cliente-0465,False
2026-06-03,Auriculares Pro,Accesorios,1,89.43,89.43,Cliente-0471,False
2026-06-03,Teclado Mecanico RGB,Accesorios,1,120.37,120.37,Cliente-0199,False
2026-06-03,Mouse Inalambrico,Accesorios,1,60.69,60.69,Cliente-0520,False
2026-06-03,Mouse Inalambrico,Accesorios,4,60.05,240.2,Cliente-0019,True
2026-06-03,Smartphone Galaxy Z,Tecnologia,4,2827.09,11308.36,Cliente-0017,False
2026-06-03,Impresora LaserJet,Oficina,1,395.62,395.62,Cliente-0482,False
2026-06-04,Mouse Inalambrico,Accesorios,4,59.69,238.76,Cliente-0371,True
2026-06-04,Auriculares Pro,Accesorios,1,88.05,88.05,Cliente-0499,True
2026-06-05,Mouse Inalambrico,Accesorios,2,62.16,124.32,Cliente-0407,True
2026-06-05,Auriculares Pro,Accesorios,3,91.53,274.59,Cliente-0554,True
2026-06-05,Teclado Mecanico RGB,Accesorios,2,115.32,230.64,Cliente-0027,True
2026-06-05,Laptop Ultra X1,Tecnologia,2,3228.43,6456.86,Cliente-0017,True
2026-06-05,Auriculares Pro,Accesorios,4,89.48,357.92,Cliente-0311,True
2026-06-06,Monitor 27 4K,Tecnologia,2,921.75,1843.5,Cliente-0539,True
2026-06-06,Smartphone Galaxy Z,Tecnologia,2,2800.07,5600.14,Cliente-0363,False
2026-06-06,Mouse Inalambrico,Accesorios,1,60.14,60.14,Cliente-0370,True
2026-06-07,Teclado Mecanico RGB,Accesorios,2,117.94,235.88,Cliente-0152,False
2026-06-07,Smartphone Galaxy Z,Tecnologia,4,2722.79,10891.16,Cliente-0111,False
2026-06-07,Monitor 27 4K,Tecnologia,2,868.95,1737.9,Cliente-0303,False
2026-06-08,Mouse Inalambrico,Accesorios,3,61.07,183.21,Cliente-0141,True
2026-06-08,Silla Ergonomica,Oficina,2,526.27,1052.54,Cliente-0568,False
2026-06-08,Auriculares Pro,Accesorios,4,90.22,360.88,Cliente-0406,True
2026-06-08,Smartphone Galaxy Z,Tecnologia,3,2715.24,8145.72,Cliente-0157,False
2026-06-08,Tablet 10 pulgadas,Tecnologia,1,681.69,681.69,Cliente-0469,True
2026-06-10,Silla Ergonomica,Oficina,1,527.85,527.85,Cliente-0551,True
2026-06-10,Auriculares Pro,Accesorios,4,86.39,345.56,Cliente-0118,True
2026-06-10,Teclado Mecanico RGB,Accesorios,3,115.24,345.72,Cliente-0520,False
2026-06-10,Router WiFi 6,Tecnologia,1,249.93,249.93,Cliente-0441,True
2026-06-10,Auriculares Pro,Accesorios,1,86.01,86.01,Cliente-0294,True
2026-06-10,Teclado Mecanico RGB,Accesorios,3,123.76,371.28,Cliente-0540,True
2026-06-10,Impresora LaserJet,Oficina,4,416.16,1664.64,Cliente-0199,False
2026-06-11,Mouse Inalambrico,Accesorios,2,58.2,116.4,Cliente-0553,False
2026-06-11,Teclado Mecanico RGB,Accesorios,1,115.51,115.51,Cliente-0600,True
2026-06-11,Auriculares Pro,Accesorios,3,88.87,266.61,Cliente-0157,False
2026-06-11,Smartphone Galaxy Z,Tecnologia,3,2862.05,8586.15,Cliente-0582,True
2026-06-11,Laptop Ultra X1,Tecnologia,2,3333.36,6666.72,Cliente-0318,True
2026-06-12,Camara Web HD,Accesorios,4,72.58,290.32,Cliente-0053,False
2026-06-12,Disco SSD 1TB,Accesorios,3,144.22,432.66,Cliente-0286,False
2026-06-12,Router WiFi 6,Tecnologia,2,246.04,492.08,Cliente-0498,False
2026-06-12,Mouse Inalambrico,Accesorios,4,59.77,239.08,Cliente-0289,True
2026-06-12,Monitor 27 4K,Tecnologia,3,938.77,2816.31,Cliente-0344,False
2026-06-12,Disco SSD 1TB,Accesorios,3,146.12,438.36,Cliente-0107,True
2026-06-13,Mouse Inalambrico,Accesorios,4,58.74,234.96,Cliente-0415,False
2026-06-13,Auriculares Pro,Accesorios,1,89.55,89.55,Cliente-0586,True
2026-06-13,Auriculares Pro,Accesorios,3,91.61,274.83,Cliente-0054,True
2026-06-14,Teclado Mecanico RGB,Accesorios,2,124.62,249.24,Cliente-0102,False
2026-06-14,Router WiFi 6,Tecnologia,4,247.47,989.88,Cliente-0098,True
2026-06-14,Laptop Ultra X1,Tecnologia,3,3115.45,9346.35,Cliente-0084,False
2026-06-14,Laptop Ultra X1,Tecnologia,3,3116.98,9350.94,Cliente-0427,False
2026-06-15,Mouse Inalambrico,Accesorios,4,61.09,244.36,Cliente-0579,True
2026-06-15,Smartphone Galaxy Z,Tecnologia,3,2935.07,8805.21,Cliente-0087,True
2026-06-15,Teclado Mecanico RGB,Accesorios,2,118.37,236.74,Cliente-0290,False
2026-06-15,Teclado Mecanico RGB,Accesorios,4,116.81,467.24,Cliente-0245,False
2026-06-15,Camara Web HD,Accesorios,2,72.32,144.64,Cliente-0094,True
2026-06-16,Laptop Ultra X1,Tecnologia,3,3332.88,9998.64,Cliente-0227,True
2026-06-16,Mouse Inalambrico,Accesorios,4,57.44,229.76,Cliente-0083,True
2026-06-17,Teclado Mecanico RGB,Accesorios,4,120.05,480.2,Cliente-0045,False
2026-06-17,Mouse Inalambrico,Accesorios,1,58.32,58.32,Cliente-0057,True
2026-06-17,Mouse Inalambrico,Accesorios,1,58.49,58.49,Cliente-0449,False
2026-06-17,Auriculares Pro,Accesorios,4,87.78,351.12,Cliente-0196,True
2026-06-18,Mouse Inalambrico,Accesorios,4,62.97,251.88,Cliente-0544,False
2026-06-18,Mouse Inalambrico,Accesorios,3,58.51,175.53,Cliente-0154,True
2026-06-18,Camara Web HD,Accesorios,4,67.28,269.12,Cliente-0296,True
2026-06-18,Router WiFi 6,Tecnologia,2,258.26,516.52,Cliente-0476,True
2026-06-19,Auriculares Pro,Accesorios,3,86.48,259.44,Cliente-0240,False
2026-06-19,Monitor 27 4K,Tecnologia,4,931.06,3724.24,Cliente-0571,True
2026-06-20,Laptop Ultra X1,Tecnologia,1,3089.79,3089.79,Cliente-0051,True
2026-06-20,Auriculares Pro,Accesorios,3,87.44,262.32,Cliente-0525,True
2026-06-20,Auriculares Pro,Accesorios,2,87.13,174.26,Cliente-0170,True
2026-06-21,Laptop Ultra X1,Tecnologia,1,3138.86,3138.86,Cliente-0452,True
2026-06-21,Laptop Ultra X1,Tecnologia,4,3331.0,13324.0,Cliente-0310,False
2026-06-21,Auriculares Pro,Accesorios,2,85.91,171.82,Cliente-0039,True
2026-06-21,Mouse Inalambrico,Accesorios,3,62.19,186.57,Cliente-0324,True
2026-06-21,Smartphone Galaxy Z,Tecnologia,4,2800.38,11201.52,Cliente-0064,True
2026-06-21,Mouse Inalambrico,Accesorios,4,57.77,231.08,Cliente-0087,False
2026-06-21,Teclado Mecanico RGB,Accesorios,2,122.62,245.24,Cliente-0299,False
2026-06-22,Camara Web HD,Accesorios,1,67.14,67.14,Cliente-0088,True
2026-06-22,Laptop Ultra X1,Tecnologia,4,3251.82,13007.28,Cliente-0498,False
2026-06-23,Mouse Inalambrico,Accesorios,3,59.11,177.33,Cliente-0186,False
2026-06-23,Disco SSD 1TB,Accesorios,4,149.23,596.92,Cliente-0006,True
2026-06-23,Auriculares Pro,Accesorios,2,92.8,185.6,Cliente-0065,True
2026-06-23,Disco SSD 1TB,Accesorios,4,143.05,572.2,Cliente-0207,True
2026-06-24,Disco SSD 1TB,Accesorios,1,149.52,149.52,Cliente-0078,True
2026-06-24,Disco SSD 1TB,Accesorios,3,149.37,448.11,Cliente-0032,True
2026-06-24,Auriculares Pro,Accesorios,4,88.78,355.12,Cliente-0244,True
2026-06-25,Mouse Inalambrico,Accesorios,1,58.06,58.06,Cliente-0506,False
2026-06-25,Auriculares Pro,Accesorios,4,94.2,376.8,Cliente-0205,True
2026-06-25,Teclado Mecanico RGB,Accesorios,3,115.6,346.8,Cliente-0361,False
2026-06-26,Camara Web HD,Accesorios,1,68.44,68.44,Cliente-0149,True
2026-06-26,Tablet 10 pulgadas,Tecnologia,1,689.64,689.64,Cliente-0076,True
2026-06-26,Mouse Inalambrico,Accesorios,3,57.4,172.2,Cliente-0097,True
2026-06-26,Teclado Mecanico RGB,Accesorios,3,114.63,343.89,Cliente-0493,True
